Kitap Adı,Kitabın kategorisi,Kitap Yazarı,Yayınevi,100 Üzerinden Aldığı Puan,Favorilere Ekleyen Kişi Sayısı,Okuyacağım olarak işaretlenmiş sayısı,Okuyorum olarak işaretlenmiş sayısı,Okudum olarak işaretlenmiş sayısı,Liste Fiyatı,Yayın Tarihi,Dil,Sayfa Sayısı,Cilt Tipi,Boyut,Kağıt Cinsi,Toplam Satılma Sayısı,Toplam Yorum Sayısı
Psikanaliz Düşünür Müsünüz?,Kitap > Psikoloji > İnceleme,Karen Horney,SARMAL KİTABEVİ,Puan Yok,60,2,0,0,"240,00",06.02.2024,TÜRKÇE,193,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,51,0
Ateş,Kitap > Edebiyat > Roman (Yerli) > Kitap > Edebiyat > Diğer,Ertürk Akşun,DESTEK YAYIN GRUBU-KAMPANYA,4 / 5 (71 oy),121,35,6,55,"300,00",26.05.2016,TÜRKÇE,368,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,356,25
Pamphylia - Isauria - Lykaonia,Kitap > Turizm-Gezi > Tarihi Mekanlar (Dünya),Prof. Dr. Bilge Umar,İNKILAP KİTABEVİ-KAMPANYA,5 / 5 (15 oy),84,14,1,8,"590,00",07.06.2011,TÜRKÇE,285,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,257,4
Aklım Uzaklarda,Kitap > Turizm-Gezi > Gezi Kitapları,Ahmet Arpad,SİYAH KUĞU KAMPANYA,4 / 5 (5 oy),17,6,0,5,"140,00",07.12.2017,TÜRKÇE,272,Karton Kapak,14 x 23 cm,Kitap Kağıdı,105,4
İnsanlığın Öyküsü Sensin,Kitap > Kişisel Gelişim,Jiddu Krishnamurti,SAY YAYIN GRUBU-KAMPANYA,4 / 5 (4 oy),92,9,0,1,"350,00",14.06.2016,TÜRKÇE,240,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,112,1
Tarih,Kitap > Tarih > Araştırma-İnceleme,Herodot (Herodotos),SAY YAYIN GRUBU-KAMPANYA,3 / 5 (3 oy),145,12,0,4,"500,00",22.03.2017,TÜRKÇE,584,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,77,0
Gençlere İnanç İlmihali,Kitap > İslam > Mantık-Akaid,Nizameddin Saltan,RAĞBET YAYINLARI-KAMPANYA,4 / 5 (5 oy),32,5,0,3,"580,00",16.07.2012,TÜRKÇE,Bilgi Yok,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,42,0
Yavuz'un Kırk Mührü,Kitap > Tarih > Kişiler,40'lar Kulübü,40'LAR KULÜBÜ,4 / 5 (5 oy),44,7,0,5,"149,00",20.07.2022,TÜRKÇE,175,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,44,1
Bizans İmparatorluğu’nda Ermeniler,Kitap > Tarih,Peter Charanis,URZENİ,4 / 5 (9 oy),78,4,1,3,"200,00",20.02.2021,TÜRKÇE,98,Karton Kapak,13 x 20 cm,Kitap Kağıdı,148,4
Uzayın Derin Karanlığı,Kitap > Edebiyat > Bilimkurgu-Fantazya,Barış Toprak,FİHRİST KİTAP,5 / 5 (9 oy),54,11,1,1,"409,50",05.06.2023,TÜRKÇE,308,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,307,4
Disleksinin Sesi,Kitap > Çocuk Kitapları > Diğer,Merve Yurtsever,TRUVA YAYINLARI,5 / 5 (2 oy),14,2,1,3,"140,00",12.03.2024,TÜRKÇE,120,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,292,2
Aşka Boyanan Kadınlar,Kitap > Edebiyat > Deneme (Yerli),Akın Ok,SARMAL KİTABEVİ,Puan Yok,3,0,0,0,"170,00",13.01.2021,TÜRKÇE,132,Karton Kapak,13 x 20 cm,Kitap Kağıdı,39,0
Ay Ona Gülümsüyordu,Kitap > Edebiyat > Roman (Yerli),Mithat Özcan,ARİON YAYINLARI,Puan Yok,2,0,0,0,"600,00",06.06.2024,TÜRKÇE,340,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,4,0
Gezegen FabrikasıÖtegezegenler ve İkinci Bir Dünya Arayışı,Kitap > Bilim & Mühendislik > Popüler Bilim,Elizabeth Tasker,SAY YAYIN GRUBU-KAMPANYA,5 / 5 (3 oy),155,12,0,1,"450,00",19.07.2022,TÜRKÇE,416,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,50,2
Netflix EtkisiDijital Çağda Ekran Kültürü,Kitap > Kültür > Popüler Kültür,Kenan Duman,URZENİ,5 / 5 (1 oy),61,3,0,2,"320,00",01.04.2022,TÜRKÇE,302,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,105,1
Yolculukİmparatorluk Türkiyesinden Bölük Pörçük Hatıralar,Kitap > Tarih > Hatıralar,Willam Nesbitt Chambers,YEDİTEPE YAYINEVİ-KAMPANYA,4 / 5 (10 oy),114,10,1,9,"220,00",01.12.2016,TÜRKÇE,232,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,129,1
Ölüm ve Yeniden Doğuş,Kitap > Kişisel Gelişim,Katherine Tingley,URZENİ,Puan Yok,11,1,0,0,"270,00",27.07.2023,TÜRKÇE,185,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,14,0
Osmanlı'da Bir Amerikan Kovboyu 3.Kitap,Kitap > Edebiyat > Roman (Yerli),Eser Baykuş,ONUR KİTAP,Puan Yok,11,0,0,0,"220,00",19.03.2024,TÜRKÇE,176,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,7,0
Türk Sinemasında Eğlence Kültürü,Kitap > Kültür > Popüler Kültür,Meltem İşler Sevindi,URZENİ,5 / 5 (1 oy),16,3,0,0,"270,00",24.08.2023,TÜRKÇE,271,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,31,0
Kadere Bak!,Kitap > Edebiyat > Roman (Çeviri),Cecelia Ahern,PEGASUS YAYINLARI,4 / 5 (32 oy),213,23,4,38,"299,00",18.05.2016,TÜRKÇE,448,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,268,14
Anne O Bizden BiriTarihi Kronolojik Atatürk Romanı,Kitap > Siyaset > Mustafa Kemal Atatürk,Yaşar Gürsoy,DESTEK YAYIN GRUBU-KAMPANYA,5 / 5 (1 oy),19,2,0,0,"360,00",10.11.2022,TÜRKÇE,408,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,20,1
Tandem,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Edebiyat > Bilimkurgu-Fantazya,Anna Jarzab,PEGASUS YAYINLARI,5 / 5 (35 oy),360,32,3,37,"299,00",27.07.2016,TÜRKÇE,432,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,209,15
Melek SayılarıMeleklerden ve Evrenden Gelen İlahi Rehberlik,Kitap > Diğer > Astroloji,Mark Johnson,SARMAL KİTABEVİ,5 / 5 (1 oy),44,1,0,2,"750,00",18.04.2023,TÜRKÇE,653,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,90,1
Ateş Kız,Kitap > Edebiyat > Roman (Çeviri),Shannon Hale,KARA KEDİ YAYINLARI,4 / 5 (15 oy),92,10,0,9,"240,00",11.01.2012,TÜRKÇE,288,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,98,5
Cumhuriyet'in Kaybı ve Derin Tahribatlar,Kitap > Siyaset > Araştırma-İnceleme,Nazım Yavuz,SARMAL KİTABEVİ,Puan Yok,12,0,0,0,"450,00",02.05.2023,TÜRKÇE,363,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,23,0
Onu Nasıl Mutlu Edersin,Kitap > Kişisel Gelişim,Serap Sultan,DESTEK YAYIN GRUBU-KAMPANYA,Puan Yok,2,0,0,0,"200,00",19.07.2022,TÜRKÇE,216,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,6,0
Ölümün Tatlı Kokusu,Kitap > Edebiyat > Roman (Çeviri),Guillermo Arriaga,SİYASAL YAYIN GRUBU - KAMPANYA,Puan Yok,19,0,0,0,"240,00",19.12.2008,TÜRKÇE,189,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,17,1
Altüst,Kitap > Edebiyat > Roman (Yerli),Arzu Koç Şenkaya,ALAN YAYINCILIK,Puan Yok,4,0,0,0,"431,00",10.08.2022,TÜRKÇE,340,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,114,0
Bir İçim Su,Kitap > Edebiyat > Roman (Yerli),Begül Aybar Ünal,BANLİYÖ KİTAP,5 / 5 (1 oy),15,4,1,1,"134,00",07.10.2023,TÜRKÇE,120,Karton Kapak,12 x 19.5 cm,Kitap Kağıdı,114,1
Enerjik Yaratıcılıkİçindeki  Yaratıcı Gücü Açığa Çıkar,Kitap > Kişisel Gelişim,Mary Beth Maziarz,SAY YAYIN GRUBU-KAMPANYA,5 / 5 (3 oy),102,4,1,2,"250,00",08.07.2011,TÜRKÇE,256,Karton Kapak,13.5 x 21 cm,2. Hm. Kağıt,80,0
Siber Savaş Cephesinden Notlar,Kitap > Bilgisayar > Diğer,Alper Başaran,ARİON YAYINLARI,5 / 5 (3 oy),140,6,2,3,"460,00",25.03.2021,TÜRKÇE,260,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,170,1
Verda,Kitap > Edebiyat > Roman (Yerli),Serhat Ulağlı,MOTTO,Puan Yok,13,1,0,1,"330,00",03.09.2020,TÜRKÇE,158,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,47,0
Nil ZambağıCleopatra'nın Kızının Romanı,Kitap > Edebiyat > Roman (Çeviri),Stephanie Dray,KARA KEDİ YAYINLARI,5 / 5 (6 oy),66,5,0,6,"325,00",06.08.2014,TÜRKÇE,400,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,61,1
Nur’un Aişe’sine Kırk Kördüğüm,Kitap > İslam > Kültür,40'lar Kulübü,40'LAR KULÜBÜ,4 / 5 (8 oy),32,6,1,6,"149,00",11.04.2022,TÜRKÇE,158,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,34,1
Herkes İhanet Eder Sevdiğine,Kitap > Edebiyat > Diğer,Tuna Serim,DESTEK YAYIN GRUBU-KAMPANYA,Puan Yok,7,0,0,0,"280,00",08.12.2022,TÜRKÇE,336,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,52,0
Descartes Bağlamında Tartışılan Delilik,Kitap > Felsefe-Düşünce > Diğer,Ramazan Kurt,URZENİ,4 / 5 (3 oy),48,3,0,1,"220,00",03.09.2020,TÜRKÇE,143,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,46,0
Türk Sinemasında İntihar,Kitap > Sosyoloji > Araştırma-İnceleme,Cangül Akdaş,URZENİ,5 / 5 (1 oy),20,2,0,0,"550,00",03.10.2022,TÜRKÇE,664,Karton Kapak,13 x 20 cm,Kitap Kağıdı,44,0
Örümcekler Uçmayı Öğrenebilir mi? - Jeremy James'in Maceraları 4,"Kitap > Çocuk Kitapları > 6-12 Yaş > Hikaye, Roman & Masal > Kitap > Orijinal Dil > İngilizce",David Henry Wilson,İLETİŞİM YAYINLARI KAMPANYA,5 / 5 (4 oy),58,4,0,4,"76,00",01.08.2006,TÜRKÇE,96,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,275,1
Budizm’e Göre İnsan Olma Potansiyeli,Kitap > Kişisel Gelişim,Kutsal Dalai Lama,DESTEK YAYIN GRUBU-KAMPANYA,5 / 5 (2 oy),34,2,0,1,"280,00",21.11.2023,TÜRKÇE,264,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,38,1
Kriz Üçgeninde Türkiye Cilt 3,Kitap > Siyaset > Araştırma-İnceleme,Mehmet Hasgüler,URZENİ,5 / 5 (2 oy),16,4,0,1,"300,00",23.03.2023,TÜRKÇE,328,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,13,1
Yenik Düşme Zamana,Kitap > Edebiyat > Deneme (Yerli),Halis Karabenli,HAYY KİTAP - KAMPANYA,5 / 5 (8 oy),76,1,1,10,"150,00",11.11.2020,TÜRKÇE,136,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,132,4
Nihayetinde Dönülen Yerler,Kitap > Edebiyat > Hikaye (Yerli),Yasemin Onat,EPONA KİTAP,5 / 5 (2 oy),16,2,0,7,"198,00",03.01.2022,TÜRKÇE,150,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,267,2
İç Yaşamdan Şiirler,Kitap > Edebiyat > Şiir (Çeviri),Lizzie Doten,LAKİN YAYINLARI,5 / 5 (1 oy),7,3,0,1,"250,00",29.01.2021,TÜRKÇE,152,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,35,1
Güzellik ve Erdem İdelerimizin Kökeni Üzerine Bir Soruşturma,Kitap > Felsefe-Düşünce > Diğer,Francis Hutcheson,SAY YAYIN GRUBU-KAMPANYA,4 / 5 (2 oy),111,0,0,4,"250,00",29.06.2020,TÜRKÇE,280,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,83,1
Aynaya  Bakıyor Gibi,Kitap > Edebiyat,Suna Adak,YARIN YAYINCILIK,2 / 5 (1 oy),2,1,0,1,"220,50",17.12.2021,TÜRKÇE,139,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,7,0
Ebrar Karakurt / Yıldızın Hikayesi,Kitap > Spor > Biyografi,Can Eren,PETA KİTAP YAYINCILIK,Puan Yok,18,1,1,0,"135,00",22.07.2024,TÜRKÇE,120,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,25,0
Notre Dame'ın Kamburu,Kitap > Edebiyat > Roman (Çeviri),Victor Hugo,İSKELE YAYINCILIK,5 / 5 (177 oy),905,104,12,168,"200,00",31.07.2005,TÜRKÇE,408,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,2597,93
Aşk Gecesi,Kitap > Edebiyat > Roman (Çeviri),Kathryn Caskie,PEGASUS YAYINLARI,4 / 5 (16 oy),108,15,0,16,"249,00",18.05.2016,TÜRKÇE,272,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,211,4
Ve Şarkılar İçine Kapanır,Kitap > Edebiyat > Roman (Yerli),M. Dilek Kızmaz,FİHRİST KİTAP,5 / 5 (8 oy),35,3,0,11,"479,50",17.11.2021,TÜRKÇE,368,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,327,7
Kurban,Kitap > Edebiyat > Roman (Çeviri),Barbara Freethy,BİLGE KÜLTÜR SANAT,5 / 5 (11 oy),68,3,0,8,"290,00",02.03.2009,TÜRKÇE,352,Karton Kapak,13.5 x 21.5 cm,Kitap Kağıdı,65,8
Mülteci,Kitap > Edebiyat > Roman (Yerli),Gündoğdu Yıldırım,Logo Yayınevi,Puan Yok,3,0,0,0,"173,50",12.07.2023,TÜRKÇE,216,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,9,0
Son Şaman,Kitap > Edebiyat > Roman (Yerli),Cem Soydemir,ALASKA YAYINEVİ,5 / 5 (3 oy),26,4,1,2,"394,00",17.05.2024,TÜRKÇE,468,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,77,1
Paradiplomasi Teorisi,Kitap > Siyaset > Araştırma-İnceleme,Yasin Can Gönültaş,NET KİTAPLIK YAYINCILIK,5 / 5 (1 oy),8,1,0,0,"400,00",17.07.2023,TÜRKÇE,244,Karton Kapak,13 x 20 cm,Kitap Kağıdı,6,1
İsyan / Sürgün 2. Kitap,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Diğer > Gençlik Kitapları > Edebiyat,Lisa M. Stasse,PEGASUS YAYINLARI,5 / 5 (8 oy),96,16,1,8,"299,00",12.05.2016,TÜRKÇE,368,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,104,3
Aslan Avı,Kitap > Siyaset > Araştırma-İnceleme,Erk Acarer,DESTEK YAYIN GRUBU-KAMPANYA,5 / 5 (3 oy),237,36,0,18,"300,00",24.04.2023,TÜRKÇE,312,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,71,2
Harika Yabancı,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Christina Lauren,PEGASUS YAYINLARI,4 / 5 (107 oy),358,23,5,141,"299,00",27.10.2014,TÜRKÇE,328,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,773,22
"Hayatı, Eserleri ve Meseleleriyle İbn Haldun",Kitap > Tarih > Araştırma-İnceleme,Murat Erten,SAY YAYIN GRUBU-KAMPANYA,5 / 5 (6 oy),161,2,1,3,"550,00",04.06.2020,TÜRKÇE,632,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,71,3
Şaşkınlık,Kitap > Edebiyat > Şiir (Yerli),Billur C. Yılmazyiğit,SARMAL KİTABEVİ,Puan Yok,1,0,0,0,"270,00",18.10.2023,TÜRKÇE,280,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,9,0
Son Adam,Kitap > Edebiyat > Bilimkurgu-Fantazya,Jean-Baptiste de Grainville,FİHRİST KİTAP,5 / 5 (7 oy),56,7,0,9,"304,50",27.04.2021,TÜRKÇE,168,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,229,4
Freud Üzerine,Kitap > Psikoloji > İnceleme,Penelope Balogh,SAY YAYIN GRUBU-KAMPANYA,5 / 5 (3 oy),59,4,1,1,"200,00",12.09.2023,TÜRKÇE,176,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,35,0
Sade/ce,Kitap > Edebiyat > Şiir (Yerli),Remzi Gümüş,KUTLU YAYINEVİ,Puan Yok,5,0,0,0,"112,00",13.06.2022,TÜRKÇE,126,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,14,0
İdeoloji ve Popüler Protesto,Kitap > Siyaset > Kitap > Siyaset > Araştırma-İnceleme,George Rude,URZENİ,5 / 5 (2 oy),47,2,1,1,"300,00",22.05.2019,TÜRKÇE,255,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,36,1
Almanya Siyasetine Giriş,Kitap > Siyaset > Araştırma-İnceleme,Prof. Dr. Ozan Örmeci,URZENİ,5 / 5 (2 oy),26,1,2,0,"350,00",11.10.2023,TÜRKÇE,632,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,41,0
Teşkilat-ı MahsusaCenub-i Garbi Kafkasya Hükümeti ve Cihangiroğlu İbrahim Bey,Kitap > Tarih > Araştırma-İnceleme,Ersin Hakan,TRUVA YAYINLARI,5 / 5 (3 oy),58,2,0,2,"375,00",05.07.2024,TÜRKÇE,440,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,216,0
Zarif Adama Kırk Not,Kitap > Edebiyat > Biyografi-Otobiyografi,40'lar Kulübü,40'LAR KULÜBÜ,4 / 5 (5 oy),24,1,0,5,"149,00",20.07.2022,TÜRKÇE,148,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,26,1
Sihir Bağı / Acemi Cadı III,Kitap > Diğer > Gençlik Kitapları > Edebiyat > Kitap > Orijinal Dil > İngilizce,Rachel Hawkins,KARA KEDİ YAYINLARI,5 / 5 (30 oy),113,8,1,27,"240,00",10.09.2013,TÜRKÇE,247,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,239,12
Osmanlı'nın Ortadoğu'dan Çekilişi (Karton Kapak),Kitap > Tarih > Türk-Osmanlı > Kitap > Tarih > Bölgeler-Ülkeler,Ahmet Özcan,YARIN YAYINCILIK,4 / 5 (7 oy),86,5,0,5,"250,50",17.12.2021,TÜRKÇE,237,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,156,3
Aşkı Sende Buldum,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Cathy Maxwell,PEGASUS YAYINLARI,4 / 5 (46 oy),539,7,1,71,"249,00",06.10.2010,TÜRKÇE,320,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,588,41
Uçurumları Sevenin Kanatları Olmalı,Kitap > Edebiyat > Roman (Yerli),Betül Altaylı,BANLİYÖ KİTAP,Puan Yok,2,0,0,0,"166,00",17.07.2024,TÜRKÇE,160,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,187,0
Doğru Yol Ekspresi,Kitap > Edebiyat > Roman (Yerli),S. N. Elif Alsaran,MOTTO,5 / 5 (8 oy),36,3,0,9,"283,00",11.01.2022,TÜRKÇE,112,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,219,5
"FarabiHayatı, Eğitimi, Eserleri, Felsefesi",Kitap > Edebiyat > Biyografi-Otobiyografi,Prof. Dr. Şahin Filiz,SARMAL KİTABEVİ,5 / 5 (2 oy),62,2,1,2,"160,00",11.01.2024,TÜRKÇE,105,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,95,1
Büyücünün ÖlümüKaranlık Harlem’de Gizemli Bir Hikaye,Kitap > Edebiyat > Roman (Çeviri),Rudolph Fisher,DEDALUS KİTAP,5 / 5 (1 oy),63,3,0,3,"300,00",25.06.2021,TÜRKÇE,294,Karton Kapak,13 x 20 cm,Kitap Kağıdı,126,1
Kanatlar,Kitap > Edebiyat > Roman (Çeviri),Aprilynne Pike,PEGASUS YAYINLARI,4 / 5 (22 oy),413,8,1,25,"269,00",14.10.2016,TÜRKÇE,320,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,217,19
Juliette Cemiyeti,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Sasha Grey,PEGASUS YAYINLARI,3 / 5 (198 oy),475,132,9,154,"299,00",10.04.2014,TÜRKÇE,352,Karton Kapak,13 x 20 cm,Kitap Kağıdı,3801,82
İtaatkar Serisi Takım Set (2 Kitap),Kitap > Edebiyat > Roman (Çeviri),Tara Sue Me,PEGASUS YAYINLARI,4 / 5 (1 oy),20,1,0,1,"598,00",Bilgi Yok,TÜRKÇE,848,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,21,1
Küçük Mucit Muço Zamanda Yolculuk,Kitap > Çocuk Kitapları > Diğer,Pelin Gezeryel,LOTİ KİTAP,5 / 5 (1 oy),8,0,0,0,"126,00",24.04.2024,TÜRKÇE,112,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,634,0
Ne Akilem Ne DivaneAnadolu Bilgeliği Üzerine Felsefi Düşünümler,Kitap > Felsefe-Düşünce > Diğer,Akın Gülyurt,LEJAND,5 / 5 (9 oy),60,11,0,4,"250,00",03.04.2024,TÜRKÇE,312,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,306,4
First Lady,Kitap > Edebiyat > Roman (Çeviri),Susan Elizabeth Phillips,PEGASUS YAYINLARI,5 / 5 (32 oy),152,21,1,28,"299,00",08.09.2020,TÜRKÇE,408,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,475,17
Geçmişten Geleceğe Başarı Öyküleri,Kitap > Kişisel Gelişim,Timuçin Fındık,SAY YAYIN GRUBU-KAMPANYA,4 / 5 (9 oy),89,3,0,6,"300,00",14.10.2018,TÜRKÇE,320,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,199,5
İlk 100 EmirKur’an’dan İniş Sırasına Göre,Kitap > İslam > Tasavvuf,Ersin Özdil,SARMAL KİTABEVİ,5 / 5 (2 oy),26,2,0,3,"200,00",07.05.2021,TÜRKÇE,202,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,56,0
Habil'in Başına Gelmeyenler,Kitap > Edebiyat > Roman (Yerli),Atakan Mustafa Doğan,MAVİ GÖK YAYINLARI,5 / 5 (25 oy),38,1,9,15,"200,00",12.02.2024,TÜRKÇE,164,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,190,25
Çifte İntikamLetaif-i Rivayat,Kitap > Edebiyat > Roman (Yerli),Ahmed Midhat,SANAT KRİTİK YAYINCILIK,5 / 5 (1 oy),7,1,0,0,"200,00",11.03.2024,TÜRKÇE,130,Karton Kapak,12 x 19 cm,Kitap Kağıdı,240,0
Mutatioİnsanın Dönüşümü,Kitap > Tarih > Araştırma-İnceleme,Erhan Kolbaşı,DESTEK YAYIN GRUBU-KAMPANYA,5 / 5 (1 oy),45,2,1,3,"360,00",05.12.2023,TÜRKÇE,100,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,130,1
Kody Keplinger Kitapları Takım Set (2 Kitap),Kitap > Edebiyat > Roman (Çeviri),Kody Keplinger,PEGASUS YAYINLARI,3 / 5 (8 oy),184,5,0,7,"518,00",31.01.2020,TÜRKÇE,608,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,121,3
Divine Order Of The UniverseThe Theory Of Existence From Nothingness,Kitap > Diğer Dildeki Yayınlar > İngilizce,Arif Cengiz Erman,SARMAL KİTABEVİ,Puan Yok,6,0,0,0,"220,00",20.02.2023,İNGİLİZCE,179,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,5,0
11 Ay'ın Sultanı Ramazan (Kod: D36),Kitap > İslam > Kültür,Yusuf Tavaslı,TAVASLI YAYINLARI KAMPANYA,4 / 5 (3 oy),26,2,1,1,"150,00",03.02.2005,TÜRKÇE,256,Karton Kapak,16.3 x 23.5 cm,Kitap Kağıdı,40,2
Evlilik Oyunu,Kitap > Edebiyat > Roman (Çeviri),Victoria Alexander,PEGASUS YAYINLARI,4 / 5 (45 oy),185,19,2,46,"299,00",09.10.2017,TÜRKÇE,384,Karton Kapak,12 x 19 cm,Kitap Kağıdı,338,20
Şeytan'ın Çırağı,Kitap > Edebiyat > Roman (Çeviri),Kenneth Bogh Andersen,PEGASUS  ÇOCUK YAYINLARI,4 / 5 (20 oy),173,9,0,19,"250,00",10.02.2012,TÜRKÇE,352,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,111,12
İstanbul'daki SuriyelilerGündelik Hayat ve Mekan,Kitap > Sosyoloji > Araştırma-İnceleme,Emine Uçak Erdoğan,LEJAND,Puan Yok,22,2,0,1,"160,00",26.07.2021,TÜRKÇE,146,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,360,0
Vurulan Atların Neşesiyle,Kitap > Edebiyat > Şiir (Yerli),Oğulcan Özkan,ARİON YAYINLARI,5 / 5 (2 oy),7,0,0,4,"280,00",09.08.2025,TÜRKÇE,152,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,187,2
Koreli,Kitap > Edebiyat > Roman (Yerli),Veysel Issı,BANLİYÖ KİTAP,Puan Yok,8,2,0,1,"104,00",25.02.2023,TÜRKÇE,80,Karton Kapak,12 x 19.5 cm,Kitap Kağıdı,592,0
Öp Beni ÖldüresiyeOn Bir Paranormal Aşk Hikayesi,Kitap > Edebiyat > Hikaye (Çeviri),Becca Fitzpatrick,KARA KEDİ YAYINLARI,4 / 5 (28 oy),354,27,2,26,"325,00",01.02.2013,TÜRKÇE,416,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,272,12
GizlerAtlantisten Taş Kürelere Neandarthallerden Antroposen'e,Kitap > Kültür > Genel,Nurdan İnan,SARMAL KİTABEVİ,Puan Yok,34,1,0,0,"200,00",10.03.2023,TÜRKÇE,157,Karton Kapak,13 x 20 cm,Kitap Kağıdı,47,0
Haçlı Seferleri Tarihi (3. Cilt),Kitap > Tarih > Çağlar-Dönemler,Joseph Francois Michaud,SARMAL KİTABEVİ,5 / 5 (2 oy),108,4,0,2,"450,00",09.07.2024,TÜRKÇE,421,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,89,1
Karşı Kaldırımdaki Adam,Kitap > Edebiyat > Roman (Yerli),Selda Terek Bilecen,DESTEK YAYIN GRUBU-KAMPANYA,Puan Yok,1,0,0,0,"280,00",03.02.2022,TÜRKÇE,336,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,11,0
