Kitap Adı,Kitabın kategorisi,Kitap Yazarı,Yayınevi,100 Üzerinden Aldığı Puan,Favorilere Ekleyen Kişi Sayısı,Okuyacağım olarak işaretlenmiş sayısı,Okuyorum olarak işaretlenmiş sayısı,Okudum olarak işaretlenmiş sayısı,Liste Fiyatı,Yayın Tarihi,Dil,Sayfa Sayısı,Cilt Tipi,Boyut,Kağıt Cinsi,Toplam Satılma Sayısı,Toplam Yorum Sayısı
Böyle Buyurdu Zerdüşt,Kitap > Edebiyat > Roman (Çeviri),Friedrich Nietzsche,KAPRA YAYINCILIK,5 / 5 (233 oy),7.144,482,56,486,"30,00",28.11.2020,TÜRKÇE,300,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,18253,120
Açlık,Kitap > Edebiyat > Roman (Çeviri),Knut Hamsun,KAPRA YAYINCILIK,5 / 5 (207 oy),4.205,283,41,396,"30,00",01.01.2023,TÜRKÇE,192,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,14466,119
Okumayı Söken Çocuk,Kitap > Çocuk Kitapları > Hikaye,Doç. Dr. Saniye Bencik Kangal,ELMA YAYINEVİ,5 / 5 (58 oy),1.011,57,10,121,"95,00",12.12.2024,TÜRKÇE,32,Karton Kapak,15 x 21.5 cm,Kitap Kağıdı,6366,34
Hıhıcık,Kitap > Çocuk Kitapları > Hikaye,Şermin Yaşar,DOĞAN ÇOCUK,5 / 5 (160 oy),3.401,186,23,422,"189,00",23.11.2021,TÜRKÇE,40,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,12236,84
Simyacı (Ciltsiz),Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > Portekizce,Paulo Coelho,CAN YAYINLARI,5 / 5 (16605 oy),68.273,6.079,784,25.926,"295,00",28.09.2021,TÜRKÇE,184,Karton Kapak,12 x 19.5 cm,Kitap Kağıdı,211764,8.031
Mira Stres Kulübesinden Ayrılıyor / Duygu Günlüğüm,Kitap > Çocuk Kitapları > Kitap > Çocuk Kitapları > Hikaye,Oya Doğan,TİMAŞ ÇOCUK YAYINLARI,5 / 5 (74 oy),1.552,91,8,169,"100,00",23.09.2023,TÜRKÇE,48,Karton Kapak,15 x 21 cm,Kitap Kağıdı,7142,48
Dijital Dedektifler 4 / Tablet Firarda,Kitap > Çocuk Kitapları > Diğer,Orhan Toker,ACAYİP KİTAPLAR,5 / 5 (38 oy),683,50,4,55,"149,00",31.10.2024,TÜRKÇE,120,Karton Kapak,12 x 19.5 cm,Kitap Kağıdı,2996,21
Geçmişe Bay Bay Geleceğe Hay Hay,Kitap > Kişisel Gelişim,Dilek Cesur,KRONİK KİTAP,5 / 5 (19 oy),791,71,11,29,"245,00",08.05.2025,TÜRKÇE,224,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,2216,13
Bir İdam Mahkumunun Son Günü,Kitap > Edebiyat > Roman (Çeviri),Victor Hugo,KAPRA YAYINCILIK,5 / 5 (440 oy),11.002,746,84,1.257,"20,00",28.11.2020,TÜRKÇE,128,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,31209,268
Uzun Kulak,Kitap > Çocuk Kitapları > Hikaye,Anıl Basılı,TİMAŞ ÇOCUK YAYINLARI,5 / 5 (46 oy),1.035,44,3,113,"90,00",12.01.2024,TÜRKÇE,32,Karton Kapak,15 x 21 cm,Kitap Kağıdı,4782,26
Mutlu Olma Sanatı,Kitap > Felsefe-Düşünce,Epikür,KAPRA YAYINCILIK,5 / 5 (77 oy),1.930,110,8,77,"20,00",16.09.2021,TÜRKÇE,104,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,4888,31
Azdahak,Kitap > Edebiyat > Roman (Yerli),Prof. Dr. İskender Pala,KAPI YAYINLARI,5 / 5 (295 oy),6.010,640,69,491,"395,00",20.08.2025,TÜRKÇE,376,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,11615,190
Zeytindağı (Özgün Metin),Kitap > Siyaset > Siyasal Hayat (Türkiye) > Kitap > Edebiyat > 100 Temel Eser,Falih Rıfkı Atay,POZİTİF YAYINLARI,4 / 5 (2955 oy),22.348,2.023,209,3.451,"150,00",09.06.2023,TÜRKÇE,176,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,56073,1.398
Ortaya Karışık / Hayat Dediğin 4,Kitap > Çocuk Kitapları > Roman,Doç. Dr. Saniye Bencik Kangal,KRONİK KİTAP,5 / 5 (143 oy),925,102,3,103,"195,00",05.06.2024,TÜRKÇE,96,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,3588,124
Kelebek Zihinli Çocuk,Kitap > Edebiyat > Roman (Çeviri),Victoria Williamson,TİMAŞ GENÇ,5 / 5 (128 oy),2.567,165,16,278,"265,00",01.03.2022,TÜRKÇE,272,Karton Kapak,13.5 x 20.5 cm,Kitap Kağıdı,6571,71
Yabancı,Kitap > Edebiyat > Roman (Çeviri),Albert Camus,CAN YAYINLARI,5 / 5 (275 oy),8.855,369,25,893,"200,00",09.04.2021,TÜRKÇE,112,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,13885,155
Engereğin Gözü,Kitap > Edebiyat > Roman (Yerli),Zülfü Livaneli,İNKILAP KİTABEVİ,5 / 5 (187 oy),7.193,357,27,583,"310,00",09.04.2025,TÜRKÇE,144,Karton Kapak,13.7 x 23 cm,Kitap Kağıdı,13616,126
Dil Belası - Dilin Afetleri,Kitap > İslam > Kültür,İmam Gazali,ÇELİK YAYINEVİ,5 / 5 (442 oy),11.526,648,125,664,"160,00",24.11.2016,TÜRKÇE,248,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,23261,273
Cesaret Sandığı,Kitap > Çocuk Kitapları > Okul Öncesi > Masal,Şermin Yaşar,ELMA YAYINEVİ,5 / 5 (285 oy),2.417,105,10,356,"189,00",27.04.2017,TÜRKÇE,32,Karton Kapak,19 x 24 cm,Kitap Kağıdı,9154,125
Vejetaryen,Kitap > Edebiyat > Roman (Çeviri),Han Kang,APRIL YAYINCILIK,4 / 5 (404 oy),4.909,328,32,576,"280,00",18.10.2024,TÜRKÇE,160,Karton Kapak,14 x 21 cm,Kitap Kağıdı,8965,220
Şehirdeki Gizemli Sinyal - Faruk,Kitap > Çocuk Kitapları > Hikaye,Caner Sarıoğlu,TİMAŞ ÇOCUK YAYINLARI,5 / 5 (186 oy),2.642,186,29,433,"110,00",19.09.2023,TÜRKÇE,64,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,25050,117
Dijital Dedektifler 1 / Kamera Arkası,Kitap > Çocuk Kitapları > Diğer,Orhan Toker,ACAYİP KİTAPLAR,5 / 5 (115 oy),1.467,109,9,196,"149,00",24.04.2024,TÜRKÇE,120,Karton Kapak,12 x 19.5 cm,Kitap Kağıdı,8335,73
Ayaşlı ile Kiracıları,Kitap > Edebiyat > Roman (Yerli),Memduh Şevket Esendal,KAPRA YAYINCILIK,5 / 5 (108 oy),1.882,141,11,126,"30,00",12.01.2023,TÜRKÇE,248,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,4886,70
Saç Örgüsü,Kitap > Edebiyat > Roman (Çeviri),Laetitia Colombani,YAN PASAJ,5 / 5 (304 oy),8.114,349,38,759,"240,00",12.02.2024,TÜRKÇE,188,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,12508,218
Büyük Dostum,Kitap > Çocuk Kitapları > Hikaye,Anıl Basılı,TİMAŞ İLK GENÇ,5 / 5 (163 oy),2.814,188,35,396,"125,00",10.11.2022,TÜRKÇE,112,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,12313,98
Sevgili Arsız Ölüm,Kitap > Edebiyat > Roman (Yerli),Latife Tekin,CAN YAYINLARI,4 / 5 (539 oy),5.620,389,48,585,"300,00",17.10.2019,TÜRKÇE,248,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,12301,262
BağlanmaAşkı Bulmanın ve Korumanın Bilimsel Yolları,Kitap > Kişisel Gelişim,Amir Levine,AGANTA KİTAP,5 / 5 (194 oy),7.109,310,38,296,"350,00",16.06.2023,TÜRKÇE,239,Karton Kapak,13.6 x 21 cm,Kitap Kağıdı,10746,112
İslamın Dirilişi,Kitap > İslam > Günümüz İslam Düşüncesi > Kitap > Felsefe-Düşünce > Genel,Sezai Karakoç,DİRİLİŞ YAYINLARI,5 / 5 (1803 oy),9.583,1.143,136,1.916,"60,00",09.02.2017,TÜRKÇE,68,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,43164,697
Yeraltından Notlar,Kitap > Edebiyat > Roman (Çeviri),Fyodor Mihailoviç Dostoyevski,KAPRA YAYINCILIK,5 / 5 (296 oy),8.830,536,77,933,"20,00",28.11.2020,TÜRKÇE,136,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,23864,166
4 Gün 3 Gece,Kitap > Edebiyat > Roman (Yerli),Ayşe Kulin,EVEREST YAYINLARI,4 / 5 (164 oy),3.008,296,30,467,"225,00",10.05.2024,TÜRKÇE,160,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,7588,120
Bir Delikanlının Büyüme Rehberi (Larvadan Kurbağaya),Kitap > Psikoloji > İnceleme,Hatice Kübra Tongar,AİLE YAYINLARI,5 / 5 (20 oy),679,47,1,30,"190,00",10.10.2024,TÜRKÇE,112,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,2154,12
Sarmal,Kitap > Siyaset > Araştırma-İnceleme,Murat Ağırel,KIRMIZI KEDİ YAYINEVİ,4 / 5 (347 oy),2.071,216,18,356,"400,00",17.04.2024,TÜRKÇE,352,Karton Kapak,13.3 x 23 cm,Kitap Kağıdı,11954,135
"Çocuk, Köstebek, Tilki ve At",Kitap > Çocuk Kitapları > Diğer,Charlie Mackesy,MUNDİ,5 / 5 (228 oy),7.519,305,18,418,"725,00",15.08.2023,TÜRKÇE,128,Ciltli,16.5 x 21.5 cm,Kitap Kağıdı,9583,151
Rezonans Kanunu,Kitap > Kişisel Gelişim,Pierre Franckh,KORİDOR YAYINCILIK,5 / 5 (473 oy),18.424,1.047,202,1.202,"240,00",07.03.2019,TÜRKÇE,206,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,36874,330
Yedek Kaleci,Kitap > Çocuk Kitapları > Hikaye,Hüseyin Keleş,TİMAŞ ÇOCUK YAYINLARI,5 / 5 (94 oy),1.418,77,14,190,"110,00",08.03.2024,TÜRKÇE,64,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,8172,50
Büyük Defter - Kanıt - Üçüncü Yalan,Kitap > Edebiyat > Roman (Çeviri),Agota Kristof,YAPI KREDİ YAYINLARI,5 / 5 (231 oy),6.786,340,42,423,"250,00",23.01.2024,TÜRKÇE,372,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,7815,133
Hayal Orkestrası,Kitap > Çocuk Kitapları > Hikaye,Sezer Ortadağ,TİMAŞ ÇOCUK YAYINLARI,5 / 5 (23 oy),606,26,1,40,"140,00",07.10.2024,TÜRKÇE,96,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,2958,17
Zamanı Durdurmanın Yolları,Kitap > Edebiyat > Roman (Çeviri),Matt Haig,DOMİNGO YAYINEVİ,5 / 5 (704 oy),12.897,795,95,1.189,"295,00",05.11.2018,TÜRKÇE,328,Karton Kapak,14 x 21 cm,Kitap Kağıdı,20142,390
Süper Gazeteciler 1,Kitap > Çocuk Kitapları > Roman,Aytül Akal,TUDEM YAYINEVİ,5 / 5 (46 oy),874,65,9,96,"240,00",10.09.2021,TÜRKÇE,192,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,6697,20
Çıkmaz Sokağın Ressamı,Kitap > Çocuk Kitapları > Roman,Yaşar Bayraktar,TİMAŞ İLK GENÇ,5 / 5 (24 oy),441,20,1,26,"150,00",04.12.2024,TÜRKÇE,128,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,2809,9
İnsancıklar,Kitap > Edebiyat > Roman (Çeviri),Fyodor Mihailoviç Dostoyevski,KAPRA YAYINCILIK,5 / 5 (281 oy),9.177,447,44,686,"50,00",13.01.2021,TÜRKÇE,176,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,21848,151
Sen Annen Değilsin,Kitap > Psikoloji > İnceleme,Hatice Kübra Tongar,AİLE YAYINLARI,5 / 5 (110 oy),1.797,145,20,54,"290,00",06.12.2024,TÜRKÇE,192,Karton Kapak,15.5 x 23 cm,Kitap Kağıdı,3533,104
Gün Olur Asra Bedel,Kitap > Edebiyat > Roman (Çeviri),Cengiz Aytmatov,KETEBE YAYINEVİ,5 / 5 (307 oy),6.387,441,57,778,"135,00",02.06.2021,TÜRKÇE,444,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,13098,168
Birbirimize Her Şeyi Söyleyebilirdik,Kitap > Edebiyat > Anı (Hatırat),Judith Hermann,SİA KİTAP,4 / 5 (39 oy),2.189,103,8,50,"200,00",07.01.2025,TÜRKÇE,160,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,2198,18
Genç Werther’in Acıları,Kitap > Edebiyat > Roman (Çeviri),Johann Wolfgang Goethe,KAPRA YAYINCILIK,5 / 5 (231 oy),5.788,363,48,664,"20,00",21.01.2021,TÜRKÇE,120,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,15835,126
Yuan Huan’ın Kulübesi,Kitap > Çocuk Kitapları > Diğer,Miyase Sertbarut,TUDEM YAYINEVİ,5 / 5 (223 oy),3.604,225,20,429,"180,00",04.10.2024,TÜRKÇE,136,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,21592,126
Kadın Beyni Erkek Beyni,Kitap > Bilim & Mühendislik > Popüler Bilim > Kitap > Kişisel Gelişim,Serkan Karaismailoğlu,ELMA YAYINEVİ,5 / 5 (1477 oy),12.925,925,99,1.852,"240,00",03.02.2016,TÜRKÇE,224,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,29940,847
Kitaplardan Korkan Çocuk,"Kitap > Çocuk Kitapları > 6-12 Yaş > Hikaye, Roman & Masal > Kitap > Orijinal Dil > İtalyanca",Susanna Tamaro,CAN ÇOCUK YAYINLARI,5 / 5 (1989 oy),9.183,785,89,2.161,"150,00",31.10.2019,TÜRKÇE,44,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,68261,864
Benim Zürafam Uçabilir,Kitap > Çocuk Kitapları > Diğer,Mert Arık,TİMAŞ ÇOCUK YAYINLARI,5 / 5 (959 oy),10.787,842,130,2.304,"125,00",14.10.2021,TÜRKÇE,64,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,71194,594
Gurur ve Önyargı,Kitap > Edebiyat > Roman (Çeviri),Jane Austen,KAPRA YAYINCILIK,5 / 5 (140 oy),5.026,245,35,331,"33,00",23.06.2021,TÜRKÇE,368,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,11238,85
Yaşamak Cesaret İster,Kitap > Kişisel Gelişim,Yılmaz Özdil,SİA KİTAP,5 / 5 (72 oy),1.842,221,25,130,"250,00",06.11.2024,TÜRKÇE,256,Karton Kapak,13.7 x 23 cm,Kitap Kağıdı,4452,44
Masumiyet Müzesi,Kitap > Edebiyat > Roman (Yerli),Orhan Pamuk,YAPI KREDİ YAYINLARI,4 / 5 (2340 oy),37.713,2.049,250,3.539,"460,00",14.02.2024,TÜRKÇE,524,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,51829,1.209
Tersine Okul,Kitap > Çocuk Kitapları > Hikaye,Funda Uçuk Er,TİMAŞ ÇOCUK YAYINLARI,5 / 5 (20 oy),551,30,5,23,"110,00",08.07.2025,TÜRKÇE,64,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,2433,15
Bir Ömür Nasıl Yaşanır?Hayatta Doğru Seçimler İçin Öneriler,Kitap > Kişisel Gelişim,Prof. Dr. İlber Ortaylı,KRONİK KİTAP,5 / 5 (8357 oy),41.473,4.335,863,8.142,"295,00",23.07.2025,TÜRKÇE,288,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,171566,4.224
Adem’den Önce,Kitap > Edebiyat > Roman (Çeviri),Jack London,KAPRA YAYINCILIK,5 / 5 (170 oy),2.887,228,16,313,"20,00",28.11.2020,TÜRKÇE,120,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,8560,94
Kuyucaklı Yusuf,Kitap > Edebiyat > Roman (Yerli) > Kitap > Edebiyat > 100 Temel Eser,Sabahattin Ali,YAPI KREDİ YAYINLARI,5 / 5 (10709 oy),29.709,3.996,521,16.048,"65,00",06.08.2019,TÜRKÇE,221,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,136287,4.943
Suç ve Ceza (2 Cilt),Kitap > Edebiyat > Roman (Çeviri) > Kitap > Edebiyat > 100 Temel Eser,Fyodor Mihailoviç Dostoyevski,KAPRA YAYINCILIK,5 / 5 (155 oy),3.739,312,42,439,"120,00",16.04.2021,TÜRKÇE,636,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,11799,98
Platin Üyelik 1 Aylık Abonelik,Çeşitli > Abonelik > Çeşitli > Dijital Ürün,Bilgi Yok,KİTAPYURDU,5 / 5 (403 oy),1.320,0,0,0,,01.07.2022,Bilgi Yok,Bilgi Yok,Bilgi Yok,Bilgi Yok,Bilgi Yok,Bilgi Yok,220
Hyunam - Dong Kitabevi,Kitap > Edebiyat > Roman (Çeviri),Hwang Bo - Reum,ATHİCA YAYINLARI,4 / 5 (218 oy),9.586,442,85,535,"300,00",07.03.2024,TÜRKÇE,288,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,10994,146
Gençlere Tavsiyeler (Eyyühe’l-VeledKavaidü’l-Aşar),Kitap > İslam > Eğitim-Öğretim,İmam Gazali,ÇELİK YAYINEVİ,5 / 5 (132 oy),6.485,253,28,233,"95,00",31.08.2022,TÜRKÇE,68,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,8841,79
Dinozorlar Kitabı (Bez Çanta Hediyeli),Kitap > Başvuru Kitapları > Ansiklopedi,Kolektif,MATARA ÇOCUK,5 / 5 (59 oy),1.511,146,36,95,"240,00",29.07.2021,TÜRKÇE,104,Karton Kapak,21 x 30 cm,Kuşe Kağıt,2240,32
Tatar Çölü,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İtalyanca,Dino Buzzati,İLETİŞİM YAYINLARI,5 / 5 (1336 oy),13.708,853,87,1.602,"300,00",03.08.2021,TÜRKÇE,232,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,21577,731
İçimdeki Hayal,Kitap > Çocuk Kitapları > Hikaye,Sharon M. Draper,TİMAŞ GENÇ,5 / 5 (40 oy),1.808,131,10,70,"270,00",07.05.2025,TÜRKÇE,288,Karton Kapak,13.5 x 20.5 cm,Kitap Kağıdı,3481,24
Kraliçeyi Kurtarmak,"Kitap > Çocuk Kitapları > 6-12 Yaş > Hikaye, Roman & Masal",Vladimir Tumanov,GÜNIŞIĞI KİTAPLIĞI,5 / 5 (1522 oy),6.775,733,93,1.816,"285,00",15.09.2025,TÜRKÇE,160,Karton Kapak,12 x 18 cm,Kitap Kağıdı,63621,690
Esir Şehrin İnsanları,Kitap > Edebiyat > Roman (Yerli),Kemal Tahir,KETEBE YAYINEVİ,5 / 5 (175 oy),7.237,320,34,297,"399,00",08.12.2022,TÜRKÇE,448,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,10120,89
Yeşil Peri Gecesi,Kitap > Edebiyat > Roman (Yerli),Ayfer Tunç,CAN YAYINLARI,5 / 5 (585 oy),9.271,491,56,905,"490,00",20.04.2022,TÜRKÇE,472,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,15281,366
Dönüşüm,Kitap > Edebiyat > Roman (Çeviri),Franz Kafka,KAPRA YAYINCILIK,5 / 5 (187 oy),4.045,211,26,841,"20,00",21.12.2020,TÜRKÇE,64,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,12673,113
Zengin Baba Yoksul Baba,Kitap > Ekonomi > İş Dünyası > Kitap > Orijinal Dil > İngilizce,Robert T. Kiyosaki,ALFA YAYINLARI,4 / 5 (316 oy),10.117,586,74,557,"495,00",15.12.2023,TÜRKÇE,400,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,13115,221
Bu Kadar Tantana Yeter,Kitap > Çocuk Kitapları > Hikaye,Mert Arık,TİMAŞ ÇOCUK YAYINLARI,5 / 5 (178 oy),3.016,130,13,383,"90,00",02.04.2024,TÜRKÇE,32,Karton Kapak,15 x 21 cm,Kitap Kağıdı,15383,107
Hachiko (Karton Kapak),Kitap > Edebiyat > Roman (Çeviri),Leslea Newman,YAKAMOZ YAYINCILIK,5 / 5 (75 oy),888,65,13,165,"150,00",14.01.2022,TÜRKÇE,160,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,6949,36
Senden Ayrı,Kitap > Edebiyat > Roman (Çeviri),Krista Ritchie,MARTI YAYINLARI,4 / 5 (12 oy),590,24,0,33,"295,00",16.01.2023,TÜRKÇE,368,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,551,7
Yelekler Arası / Hayat Dediğin 1,Kitap > Çocuk Kitapları > Roman,Doç. Dr. Saniye Bencik Kangal,KRONİK KİTAP,5 / 5 (115 oy),1.447,113,8,235,"195,00",20.02.2024,TÜRKÇE,96,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,7756,69
Diken ve KaranfilFilistin’in Bilinmeyen Hikâyesi,Kitap > Edebiyat > Anı (Hatırat),Yahya Sinvar,EKİN YAYINLARI,5 / 5 (104 oy),2.400,239,58,129,"450,00",26.04.2024,TÜRKÇE,462,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,4382,76
Prens,Kitap > Siyaset > Araştırma-İnceleme,Niccolo Machiavelli,KAPRA YAYINCILIK,5 / 5 (88 oy),2.749,144,29,177,"20,00",16.04.2021,TÜRKÇE,112,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,8023,49
Gel Dünyayı KeşfedelimGezgin Bir Tarihçinin Seyahat Defteri,Kitap > Tarih > Seyahatname > Kitap > Turizm-Gezi > Diğer,Prof. Dr. İlber Ortaylı,KRONİK KİTAP,5 / 5 (125 oy),3.888,275,34,145,"295,00",20.05.2024,TÜRKÇE,288,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,6750,72
İnsanları Etkileme Sanatı,Kitap > Felsefe-Düşünce > Diğer,Jocelyn Davis,SALTOKUR,4 / 5 (28 oy),4.356,207,20,62,"220,00",27.04.2024,TÜRKÇE,266,Karton Kapak,13 x 20 cm,Kitap Kağıdı,2202,12
Fatih Sultan Mehmed,Kitap > Tarih > Türk-Osmanlı,Prof. Dr. İlber Ortaylı,KRONİK KİTAP,5 / 5 (109 oy),3.351,387,39,124,"345,00",23.07.2025,TÜRKÇE,448,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,5446,54
Sınır Var Sinir Yok (Karton Kapak),Kitap > Eğitim > Çocuk Eğitimi,Doç. Dr. Saniye Bencik Kangal,DOĞAN KİTAP,5 / 5 (80 oy),3.456,243,39,136,"195,00",11.02.2025,TÜRKÇE,200,Karton Kapak,13.7 x 21 cm,Kitap Kağıdı,10043,54
Zerdali / Dedemle Bir Yıl,Kitap > Çocuk Kitapları > Hikaye,Yaşar Bayraktar,TİMAŞ İLK GENÇ,5 / 5 (125 oy),2.341,147,23,269,,14.03.2025,TÜRKÇE,144,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,15481,73
Bir Genç Kızın Büyüme Rehberi (Tırtıldan Kelebeğe),Kitap > Psikoloji > İnceleme,Hatice Kübra Tongar,AİLE YAYINLARI,5 / 5 (27 oy),1.308,96,10,66,"190,00",10.10.2024,TÜRKÇE,112,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,3824,16
Emanet Çocuk,Kitap > Edebiyat > Roman (Çeviri),Claire Keegan,JAGUAR KİTAP,5 / 5 (214 oy),3.439,165,10,354,"150,00",30.04.2021,TÜRKÇE,80,Karton Kapak,12.8 x 19.7 cm,Kitap Kağıdı,5136,109
Müziğin Rengi,Kitap > Çocuk Kitapları > Roman,Ferhat Taştekin,TİMAŞ İLK GENÇ,5 / 5 (24 oy),477,29,3,34,,09.04.2025,TÜRKÇE,128,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,2459,8
Beş Sevgi Dili- Sevdiğiniz İnsana Yürekten Bağlılığınızı Nasıl İfade Edersiniz,Kitap > Kişisel Gelişim,Gary Chapman,KORİDOR YAYINCILIK,5 / 5 (1200 oy),11.304,630,100,1.372,"220,00",01.01.2012,TÜRKÇE,226,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,30610,766
Uzaya Giden Tren,Kitap > Çocuk Kitapları > Diğer,Mert Arık,TİMAŞ ÇOCUK YAYINLARI,5 / 5 (635 oy),9.393,649,102,1.642,"125,00",22.09.2023,TÜRKÇE,64,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,57347,380
Japon Çocuk Öyküleri,Kitap > Edebiyat > Hikaye (Çeviri),Kolektif,İTHAKİ YAYINLARI,4 / 5 (15 oy),514,25,1,26,"120,00",08.08.2023,TÜRKÇE,136,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,498,4
Zoe'nin Masasından,Kitap > Çocuk Kitapları > Roman,Janae Marks,TİMAŞ GENÇ,5 / 5 (86 oy),1.984,164,24,196,"230,00",26.02.2024,TÜRKÇE,240,Karton Kapak,13.5 x 20.5 cm,Kitap Kağıdı,5037,50
Muhtelif 1İslam'a Yönelik İtirazlar ve Cevaplar,Kitap > Din > İslamiyet,Altay Cem Meriç,İNSAN YAYINLARI,5 / 5 (318 oy),5.219,656,103,445,"190,00",03.07.2023,TÜRKÇE,184,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,15276,185
Yazıyı Bulan Çocuk,Kitap > Çocuk Kitapları > Roman,Sinan Yaşar,FOM KİTAP,5 / 5 (344 oy),3.537,227,27,625,"192,00",04.03.2024,TÜRKÇE,120,Karton Kapak,13 x 21 cm,Kitap Kağıdı,23503,193
Bahtına Düştüm Ya Rab!,Kitap > Din > Diğer,Mehmet  Yıldız,TİMAŞ YAYINLARI,5 / 5 (136 oy),2.062,161,24,93,"290,00",20.04.2024,TÜRKÇE,232,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,6396,120
1984,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,George Orwell,CAN YAYINLARI,5 / 5 (18882 oy),59.704,9.196,1.450,22.563,"155,00",25.04.2019,TÜRKÇE,352,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,196994,8.313
Nefs Terbiyesi ve Ahlakı Güzelleştirme,Kitap > İslam > Araştırma-İnceleme,İmam Gazali,ÇELİK YAYINEVİ,5 / 5 (280 oy),10.233,637,100,551,"110,00",19.01.2021,TÜRKÇE,125,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,19390,143
Sisin Sakladıkları 1,"Kitap > Çocuk Kitapları > 12+ Yaş > Hikaye, Roman & Masal",Miyase Sertbarut,TUDEM YAYINEVİ,5 / 5 (329 oy),1.707,209,23,356,"240,00",01.10.2018,TÜRKÇE,224,Karton Kapak,13.4 x 19.5 cm,Kitap Kağıdı,16632,133
Türkiye'nin Maarif Davası,Kitap > Kültür > Kültür Yazıları > Kitap > Siyaset > Siyasal Yazılar-Tezler > Kitap > Eğitim > Diğer,Nurettin Topçu,DERGAH YAYINLARI,5 / 5 (1582 oy),7.517,894,119,1.293,"250,00",27.07.2016,TÜRKÇE,203,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,29585,676
